player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Ivan Martinez,Racing Club,ST,Left,EU,29,180,82.6,82.7,2749,8,3,0.45,0.14,2.72,7.46,69.3,35,4,4.1,18600,6,0,59.4,54,76.0,41.6,1.28,5290000,synthetic_training_sample,model_generated,,
Rafael Garcia,Racing SC,CB,Left,EU,23,181,80.0,79.4,3147,2,0,0.07,0.11,1.4,8.17,70.4,15,2,0.6,47000,8,245,89.5,91,70.7,46.9,1.94,5290000,synthetic_training_sample,model_generated,,
Enzo Silva,Sporting CF,CM,Right,EU,27,184,76.6,77.8,2458,0,4,0.08,0.13,4.1,15.43,83.9,37,6,0.3,27200,5,478,100.0,91,74.6,51.8,1.2,5280000,synthetic_training_sample,model_generated,,
Yusuf Okafor,Racing SC,CB,Right,EU,26,187,77.3,90.7,3508,1,1,0.06,0.06,1.28,6.37,87.4,25,4,1.5,15400,6,394,88.6,84,72.8,99.0,1.39,5280000,synthetic_training_sample,model_generated,,
Daniel Okafor,Olympique Club,AM,Right,EU,18,173,78.3,76.7,3625,2,4,0.09,0.19,6.8,16.81,93.6,12,2,2.3,16700,3,697,95.1,96,71.8,55.5,2.21,5270000,synthetic_training_sample,model_generated,,
Luca Garcia,Olympique Town,CM,Left,EU,31,178,84.9,88.1,2574,3,3,0.05,0.14,4.54,17.48,85.8,80,13,3.0,23700,10,0,66.7,76,69.3,71.6,2.41,5270000,synthetic_training_sample,model_generated,,
Rafael Okafor,City Club,DM,Both,UK/Ireland,18,189,80.4,89.1,3540,1,1,0.08,0.08,3.49,20.1,80.5,13,2,3.2,58000,6,144,71.2,76,70.9,100.0,1.7,5270000,synthetic_training_sample,model_generated,,
Karim Dubois,Sporting FC,FB,Right,EU,25,184,87.9,86.4,3182,4,3,0.0,0.18,5.27,11.03,84.5,13,2,1.1,38600,3,0,50.4,54,72.2,37.5,2.03,5270000,synthetic_training_sample,model_generated,,
Noah Okafor,Sporting CF,W,Right,Africa,24,174,73.8,74.7,3079,9,7,0.21,0.12,6.13,16.9,99.0,4,1,0.8,17300,6,595,83.1,84,77.0,49.6,1.23,5260000,synthetic_training_sample,model_generated,,
Luca Moreau,Racing FC,CB,Left,Africa,24,188,74.3,87.9,1857,0,0,0.06,0.02,0.94,10.38,94.6,12,2,2.4,14000,6,714,88.6,91,78.4,100.0,1.48,5250000,synthetic_training_sample,model_generated,,
Enzo Mendes,Athletic SC,CM,Right,Africa,19,176,80.4,82.5,4050,1,4,0.04,0.14,4.95,19.26,90.0,8,1,0.8,64400,6,548,95.6,84,80.8,64.1,1.85,5240000,synthetic_training_sample,model_generated,,
Ivan Kovac,United Club,DM,Left,EU,18,191,81.3,89.2,3810,0,1,0.06,0.06,4.17,15.83,87.6,5,1,3.6,22200,6,406,66.2,76,71.3,93.2,1.61,5240000,synthetic_training_sample,model_generated,,
Felix Diallo,Inter FC,DM,Right,UK/Ireland,20,186,87.5,89.0,3566,3,1,0.1,0.05,4.75,20.15,77.5,24,3,1.0,19000,6,364,82.6,76,66.2,53.4,1.35,5240000,synthetic_training_sample,model_generated,,
Theo Schmidt,City SC,DM,Left,North America,24,189,79.8,78.5,3737,1,3,0.14,0.1,4.1,17.99,83.7,9,1,1.4,45400,3,299,80.7,84,81.9,45.8,1.78,5230000,synthetic_training_sample,model_generated,,
Felix Moreau,Racing SC,W,Right,UK/Ireland,20,170,78.2,81.9,2552,4,4,0.18,0.23,5.12,15.85,91.4,11,2,2.3,9000,2,0,58.6,54,91.7,82.6,1.45,5230000,synthetic_training_sample,model_generated,,
Milan Mendes,Inter Club,CM,Left,EU,29,178,79.3,86.9,3262,1,4,0.0,0.15,4.62,21.98,77.3,27,3,2.2,18100,7,333,83.4,84,86.6,58.5,1.07,5230000,synthetic_training_sample,model_generated,,
Felix Garcia,Olympique Town,W,Both,EU,18,168,77.2,78.6,2608,6,2,0.2,0.29,6.87,8.27,86.3,66,11,3.2,15400,5,404,76.9,84,62.1,67.5,1.53,5220000,synthetic_training_sample,model_generated,,
Elias Dubois,Athletic CF,CM,Right,Asia,29,182,78.7,82.8,2889,1,0,0.12,0.18,5.24,16.11,78.1,8,1,2.0,21000,9,593,92.6,84,68.2,54.2,1.24,5210000,synthetic_training_sample,model_generated,,
Karim Bennett,Sporting CF,FB,Right,South America,24,172,76.5,77.0,3063,3,1,0.06,0.08,4.55,14.0,83.2,6,1,2.9,15600,8,191,77.0,69,63.7,50.6,1.9,5210000,synthetic_training_sample,model_generated,,
Yusuf Ndiaye,Olympique FC,FB,Left,EU,22,172,76.3,80.0,3558,0,2,0.0,0.08,4.22,12.22,79.0,1,0,1.9,31800,3,63,80.5,76,65.6,63.8,1.56,5200000,synthetic_training_sample,model_generated,,
Adam Rossi,United FC,AM,Left,UK/Ireland,25,173,75.4,75.9,2692,3,7,0.19,0.29,5.23,20.05,91.4,31,4,1.3,17700,1,260,84.3,76,77.9,51.5,1.78,5190000,synthetic_training_sample,model_generated,,
Adam Diallo,United FC,W,Left,Asia,24,167,77.6,77.1,2319,1,3,0.16,0.11,5.59,10.46,85.2,19,2,4.3,17100,4,309,87.8,84,78.1,47.7,2.06,5190000,synthetic_training_sample,model_generated,,
Noah Popescu,Real Town,DM,Right,EU,24,175,80.3,79.6,3521,1,2,0.02,0.06,3.0,18.95,85.0,4,1,2.1,26200,3,484,74.7,69,66.2,40.3,1.56,5180000,synthetic_training_sample,model_generated,,
Daniel Dubois,Olympique Town,CM,Right,EU,29,191,80.1,81.9,2439,1,1,0.16,0.13,5.57,13.93,68.7,30,5,3.8,19000,7,379,85.3,76,68.4,39.2,1.5,5180000,synthetic_training_sample,model_generated,,
Ivan Martinez,United FC,AM,Left,South America,23,187,76.4,78.6,2502,1,4,0.08,0.11,6.28,22.5,97.6,0,0,1.7,10700,3,0,82.4,62,70.9,66.5,2.52,5150000,synthetic_training_sample,model_generated,,
Rafael Santos,Inter Club,CB,Right,South America,25,179,75.4,80.4,3758,0,0,0.01,0.04,3.11,9.49,90.8,18,2,1.9,21500,5,638,95.4,91,64.5,66.9,1.23,5150000,synthetic_training_sample,model_generated,,
Mateo Garcia,Athletic SC,FB,Right,EU,21,177,73.0,76.6,2597,0,4,0.1,0.1,3.0,14.5,87.1,10,2,4.1,35900,3,236,99.0,91,72.5,69.6,2.35,5140000,synthetic_training_sample,model_generated,,
Karim Santos,Sporting Club,GK,Both,South America,29,180,86.2,84.3,3310,0,0,0.01,0.02,0.87,0.0,76.8,7,1,3.8,38300,7,612,82.8,76,77.1,24.0,2.15,5140000,synthetic_training_sample,model_generated,,
Daniel Moreau,Real Town,W,Right,EU,31,173,78.1,75.8,2174,4,6,0.16,0.19,7.25,13.11,77.6,3,0,2.3,15400,10,99,70.0,84,90.8,33.2,1.46,5130000,synthetic_training_sample,model_generated,,
Luca Rossi,Athletic FC,CB,Right,EU,21,182,83.1,82.5,2128,1,0,0.07,0.11,1.57,9.84,73.1,44,6,1.3,47200,8,814,100.0,91,73.2,55.3,1.73,5130000,synthetic_training_sample,model_generated,,
Yusuf Aydin,United CF,FB,Right,EU,22,184,82.3,84.6,3108,0,2,0.0,0.12,5.84,11.78,82.6,19,3,0.7,32300,5,626,89.3,76,64.6,61.4,1.72,5130000,synthetic_training_sample,model_generated,,
Luca Mendes,Inter Town,ST,Right,Asia,31,173,77.0,80.6,2978,7,2,0.25,0.07,3.91,6.33,79.8,15,2,5.7,19300,8,0,74.9,69,93.6,38.0,2.75,5120000,synthetic_training_sample,model_generated,,
Adam Rossi,United Town,CB,Left,Africa,23,190,77.3,79.3,3297,2,2,0.07,0.0,3.14,9.5,96.2,64,10,1.5,38300,6,435,81.9,69,57.3,59.9,1.91,5090000,synthetic_training_sample,model_generated,,
Felix Aydin,Olympique CF,AM,Left,Africa,23,180,81.3,77.8,4025,4,4,0.18,0.25,6.94,17.77,79.0,4,1,1.1,11200,5,158,65.9,76,80.6,14.9,1.7,5090000,synthetic_training_sample,model_generated,,
Theo Rossi,Real SC,CM,Right,EU,24,177,80.5,80.5,3125,1,4,0.06,0.15,4.62,17.05,83.8,28,4,2.3,24400,3,349,79.1,84,79.8,45.2,1.53,5090000,synthetic_training_sample,model_generated,,
Leo Kovac,Sporting SC,FB,Left,South America,21,185,77.1,77.6,2704,1,3,0.06,0.05,3.4,12.88,68.0,14,2,1.8,20500,4,702,81.3,69,57.1,70.1,1.3,5070000,synthetic_training_sample,model_generated,,
Felix Dubois,Real Town,GK,Both,EU,25,191,81.4,82.7,2917,0,0,0.05,0.02,1.32,2.65,67.9,32,4,2.8,28600,2,630,96.2,84,73.9,62.5,2.35,5050000,synthetic_training_sample,model_generated,,
Alex Schmidt,Athletic Town,AM,Right,Africa,19,164,78.1,82.6,3208,3,5,0.09,0.19,5.57,19.7,78.0,54,7,2.1,19400,6,34,71.7,69,73.4,77.6,1.0,5040000,synthetic_training_sample,model_generated,,
Leo Kovac,Real FC,ST,Left,South America,27,181,74.2,75.4,2771,5,1,0.26,0.09,0.65,13.52,75.3,33,5,2.8,7900,8,267,83.2,84,81.6,48.1,1.72,5040000,synthetic_training_sample,model_generated,,
Rafael Diallo,Inter FC,W,Right,South America,33,163,86.1,83.6,3271,9,4,0.16,0.23,9.36,13.67,99.0,27,4,0.6,52800,10,186,86.3,84,74.5,10.7,1.7,5030000,synthetic_training_sample,model_generated,,
Felix Popescu,Olympique Town,GK,Left,Africa,27,179,77.5,83.7,3134,0,0,0.0,0.02,0.49,0.27,86.2,14,2,2.0,48900,10,842,98.0,84,52.2,59.7,1.41,5030000,synthetic_training_sample,model_generated,,
Adam Costa,Real CF,ST,Right,Africa,21,182,77.4,77.1,2942,15,0,0.3,0.0,3.0,9.4,72.9,3,1,0.8,24700,3,73,70.3,69,73.5,60.9,1.96,5020000,synthetic_training_sample,model_generated,,
Alex Kovac,Athletic CF,GK,Right,South America,21,193,88.2,84.0,2816,0,1,0.0,0.0,0.0,0.0,65.6,56,10,1.4,47900,8,396,85.0,91,70.3,35.1,1.87,5020000,synthetic_training_sample,model_generated,,
Luca Santos,Racing Club,CB,Left,EU,21,185,79.9,82.9,3701,2,1,0.1,0.01,1.36,8.83,79.1,8,1,3.0,21100,2,0,66.8,69,66.6,72.7,1.84,5000000,synthetic_training_sample,model_generated,,
Alex Diallo,Olympique CF,CM,Right,EU,22,180,75.5,82.7,2856,0,3,0.08,0.06,6.07,14.66,71.9,8,1,0.5,8300,3,378,92.4,91,57.9,72.1,1.0,4990000,synthetic_training_sample,model_generated,,
Nico Martinez,Real Club,AM,Right,EU,26,172,73.1,75.0,2980,4,4,0.11,0.12,5.65,18.15,87.9,10,1,4.2,10300,2,0,76.3,84,71.6,42.5,2.08,4960000,synthetic_training_sample,model_generated,,
Oscar Fernandez,City SC,CM,Right,EU,26,178,75.8,77.1,2539,1,1,0.07,0.03,5.27,13.15,67.6,2,0,1.8,17400,1,585,94.8,96,62.4,45.2,1.55,4960000,synthetic_training_sample,model_generated,,
Felix Petrov,City SC,W,Right,South America,29,180,77.6,82.9,3423,5,6,0.15,0.19,6.55,10.9,70.1,67,10,2.7,23800,6,459,81.2,76,75.0,66.2,1.13,4960000,synthetic_training_sample,model_generated,,
Rafael Silva,City CF,ST,Right,EU,19,182,77.2,80.0,3044,3,3,0.27,0.08,3.43,11.67,78.5,4,1,1.6,13900,3,241,81.2,84,76.5,75.4,1.81,4950000,synthetic_training_sample,model_generated,,
Nico Okafor,Real SC,CB,Right,North America,32,194,94.0,98.0,2541,1,3,0.0,0.09,2.75,8.11,74.1,82,14,0.6,51100,24,678,75.9,76,69.8,36.7,1.34,4950000,synthetic_training_sample,model_generated,,
Hugo Fernandez,Racing FC,DM,Right,EU,28,183,78.3,79.7,3503,0,5,0.0,0.11,3.23,19.0,84.9,20,3,1.9,36000,6,543,89.6,96,72.0,34.7,1.47,4950000,synthetic_training_sample,model_generated,,
Felix Bennett,Sporting Town,ST,Right,EU,24,175,78.7,78.4,3666,7,4,0.26,0.09,2.53,13.56,86.3,25,4,1.5,9500,3,163,60.5,62,80.9,50.6,1.41,4940000,synthetic_training_sample,model_generated,,
Felix Bennett,City CF,GK,Right,North America,26,202,77.1,82.8,3509,0,0,0.0,0.05,1.32,0.0,82.2,17,3,0.6,16000,5,687,96.7,91,70.7,68.5,1.72,4940000,synthetic_training_sample,model_generated,,
Noah Schmidt,City SC,W,Right,South America,25,171,77.1,77.7,2488,2,6,0.15,0.28,3.6,12.83,82.0,4,0,2.2,11100,5,0,57.5,69,69.5,54.6,1.51,4940000,synthetic_training_sample,model_generated,,
Nico Costa,Olympique Club,ST,Right,South America,23,186,77.4,79.4,2781,5,2,0.2,0.07,3.11,10.57,80.5,10,1,3.0,23700,7,158,76.8,76,73.6,69.1,2.4,4930000,synthetic_training_sample,model_generated,,
Luca Kovac,Olympique SC,ST,Left,South America,25,190,75.6,76.7,2694,4,1,0.15,0.11,3.64,15.86,99.0,62,10,2.6,13900,4,0,78.3,84,63.5,54.9,1.98,4920000,synthetic_training_sample,model_generated,,
Oscar Schmidt,Real CF,CB,Right,EU,21,179,89.6,89.2,3360,2,0,0.02,0.08,2.6,7.29,76.2,52,9,1.0,26100,6,67,68.3,76,71.5,47.0,2.05,4920000,synthetic_training_sample,model_generated,,
Karim Okafor,City FC,W,Right,EU,20,168,75.8,78.2,2769,3,3,0.14,0.13,6.01,13.02,85.1,33,5,3.2,9300,2,477,88.3,84,58.1,75.3,2.09,4910000,synthetic_training_sample,model_generated,,
Adam Ndiaye,United SC,W,Right,Africa,21,166,79.2,80.4,2288,2,5,0.19,0.2,6.94,13.63,73.7,10,2,0.9,11700,5,379,82.3,84,83.1,51.4,1.0,4900000,synthetic_training_sample,model_generated,,
Elias Petrov,Sporting Town,CM,Left,EU,22,176,81.2,82.2,2643,1,2,0.07,0.14,4.98,16.12,72.3,10,1,1.7,36100,7,0,64.5,76,79.4,67.5,1.81,4890000,synthetic_training_sample,model_generated,,
Yusuf Rossi,Racing Club,FB,Right,North America,21,183,77.3,76.6,3666,0,0,0.14,0.05,4.18,16.38,76.0,26,3,1.5,43300,8,431,92.1,84,53.2,64.4,2.12,4890000,synthetic_training_sample,model_generated,,
Nico Silva,Athletic CF,CM,Right,EU,18,178,78.4,80.4,2916,0,3,0.03,0.15,3.79,18.17,78.9,10,1,5.6,37300,6,1038,97.4,76,71.9,51.3,2.6,4890000,synthetic_training_sample,model_generated,,
Rafael Okafor,Inter SC,DM,Right,EU,21,168,78.8,81.7,3372,1,0,0.04,0.09,2.99,16.16,82.7,21,3,0.3,26900,7,627,84.2,84,71.2,84.3,2.02,4880000,synthetic_training_sample,model_generated,,
Mateo Aydin,Real Town,FB,Both,UK/Ireland,26,180,81.2,83.0,2870,0,1,0.11,0.06,4.62,13.56,75.0,27,3,1.8,32600,6,124,66.6,76,64.0,52.1,1.19,4880000,synthetic_training_sample,model_generated,,
Alex Diallo,Sporting FC,ST,Right,Africa,28,181,79.4,76.1,2642,5,4,0.33,0.1,3.55,7.57,65.0,17,2,0.4,10200,8,187,75.0,84,90.2,17.5,2.42,4880000,synthetic_training_sample,model_generated,,
Milan Garcia,City FC,AM,Left,Africa,21,182,70.0,69.7,2646,5,5,0.17,0.18,5.15,16.91,77.4,0,0,3.4,9700,2,125,89.2,91,80.5,69.7,1.99,4870000,synthetic_training_sample,model_generated,,
Noah Aydin,City SC,CB,Right,Africa,20,190,87.4,85.1,2760,1,0,0.03,0.09,2.59,8.71,89.1,27,4,2.6,30800,5,424,79.5,69,64.4,42.3,1.62,4870000,synthetic_training_sample,model_generated,,
Yusuf Moreau,Inter Town,AM,Right,EU,22,172,73.5,77.2,2282,1,6,0.2,0.11,3.58,11.97,82.5,21,3,4.1,27300,7,0,86.5,91,63.8,68.4,1.39,4870000,synthetic_training_sample,model_generated,,
Felix Schmidt,Athletic CF,W,Both,Africa,19,175,81.0,79.3,2883,7,9,0.19,0.17,8.0,8.01,75.9,109,16,0.3,32000,5,306,79.7,91,83.4,50.2,1.39,4870000,synthetic_training_sample,model_generated,,
Nico Okafor,United Town,AM,Left,UK/Ireland,31,182,79.3,79.7,3400,3,16,0.2,0.23,5.99,19.95,84.3,8,1,0.3,32400,4,188,84.9,84,81.4,31.5,2.62,4850000,synthetic_training_sample,model_generated,,
Theo Popescu,Olympique Town,FB,Right,EU,22,174,76.6,77.7,3539,0,2,0.03,0.09,4.89,14.84,78.8,2,0,2.4,30000,3,844,100.0,91,64.5,51.8,1.53,4850000,synthetic_training_sample,model_generated,,
Yusuf Diallo,United Club,ST,Right,South America,23,181,76.3,75.4,1883,6,1,0.26,0.09,1.73,13.26,76.7,76,11,1.8,24300,6,135,83.1,91,73.4,48.9,1.61,4850000,synthetic_training_sample,model_generated,,
Oscar Schmidt,City SC,DM,Right,EU,20,181,78.3,80.3,2337,1,2,0.0,0.12,2.44,17.36,75.0,16,2,1.3,27500,5,688,81.9,84,76.1,80.1,1.44,4850000,synthetic_training_sample,model_generated,,
Oscar Garcia,Racing Club,FB,Right,EU,25,175,75.8,78.0,3355,1,4,0.03,0.1,3.73,12.81,68.0,10,2,0.3,41300,3,893,100.0,91,72.8,47.8,1.68,4850000,synthetic_training_sample,model_generated,,
Theo Kovac,Racing Town,W,Left,EU,22,181,80.0,75.0,2685,10,4,0.19,0.16,7.9,12.4,77.9,29,5,2.9,14700,5,0,60.8,69,76.7,25.1,1.97,4840000,synthetic_training_sample,model_generated,,
Rafael Okafor,Athletic FC,GK,Left,Asia,23,195,77.9,77.5,3331,0,0,0.03,0.0,0.0,0.0,82.6,1,0,3.4,16000,7,367,81.6,84,75.0,53.7,1.84,4840000,synthetic_training_sample,model_generated,,
Arda Bennett,Racing FC,ST,Left,Africa,19,187,82.1,81.5,3376,7,2,0.44,0.16,3.18,9.71,76.1,34,6,0.6,30700,3,0,53.2,54,89.3,56.1,1.68,4840000,synthetic_training_sample,model_generated,,
Elias Mendes,Racing CF,CM,Left,EU,24,176,75.8,81.2,3159,1,1,0.13,0.09,4.26,19.17,80.9,3,1,0.9,11600,6,264,89.5,84,67.1,67.0,1.9,4830000,synthetic_training_sample,model_generated,,
Felix Kovac,Olympique CF,CB,Right,EU,32,187,84.9,82.2,3509,3,0,0.15,0.13,3.22,8.88,83.5,7,1,4.0,19400,7,407,77.0,76,72.3,12.3,2.17,4820000,synthetic_training_sample,model_generated,,
Luca Diallo,Inter SC,DM,Right,Africa,24,177,75.8,75.8,2732,0,1,0.07,0.08,2.95,12.25,76.8,56,7,0.3,63500,7,554,100.0,84,75.8,62.6,1.76,4820000,synthetic_training_sample,model_generated,,
Nico Dubois,Olympique Town,CM,Right,EU,21,173,80.3,80.1,3303,2,2,0.12,0.13,4.25,20.87,91.5,30,4,1.4,57400,6,627,93.6,84,55.6,49.8,2.01,4810000,synthetic_training_sample,model_generated,,
Alex Aydin,Sporting FC,GK,Both,EU,28,197,83.1,82.7,3136,0,0,0.0,0.08,0.68,1.44,84.2,23,4,1.6,29100,7,649,98.9,91,69.2,27.1,1.2,4800000,synthetic_training_sample,model_generated,,
Arda Hansen,Sporting Town,CB,Right,Africa,23,191,76.2,82.5,4050,0,0,0.1,0.09,1.95,8.39,84.8,23,4,0.6,42800,8,457,83.9,69,62.3,75.2,1.0,4800000,synthetic_training_sample,model_generated,,
Noah Schmidt,City FC,CM,Right,South America,18,175,76.7,83.1,2279,0,2,0.0,0.04,5.38,12.95,72.2,3,0,2.0,33300,4,574,81.8,69,71.7,95.9,2.34,4800000,synthetic_training_sample,model_generated,,
Rafael Petrov,Sporting SC,CM,Right,Asia,23,173,77.0,79.4,3249,2,4,0.14,0.11,4.96,19.71,83.6,63,8,2.4,19100,5,465,96.2,96,59.6,58.3,1.88,4790000,synthetic_training_sample,model_generated,,
Adam Martinez,Inter Town,CM,Right,EU,29,181,82.4,79.5,1766,3,1,0.11,0.2,4.83,16.96,75.4,14,2,1.3,16600,4,847,80.9,62,82.0,19.6,1.63,4780000,synthetic_training_sample,model_generated,,
Theo Okafor,Real SC,CB,Right,South America,24,189,76.4,81.4,3810,2,2,0.11,0.05,0.67,7.35,81.7,4,0,2.1,13100,5,17,68.8,76,87.3,71.5,1.56,4770000,synthetic_training_sample,model_generated,,
Luca Fernandez,Olympique Town,CM,Right,South America,21,181,72.5,84.0,2440,3,0,0.1,0.11,4.89,21.89,99.0,38,6,2.0,10600,3,203,88.1,91,77.7,100.0,2.84,4760000,synthetic_training_sample,model_generated,,
Leo Ndiaye,Athletic Club,CM,Left,EU,26,172,75.2,75.0,3065,2,1,0.06,0.11,4.66,17.79,88.4,19,2,4.3,23800,3,414,79.9,76,62.1,39.8,1.91,4750000,synthetic_training_sample,model_generated,,
Elias Bennett,Inter FC,W,Right,EU,25,178,72.0,72.6,2475,4,5,0.08,0.12,5.42,14.29,92.5,9,1,0.9,11500,5,501,94.5,96,75.3,48.7,1.78,4750000,synthetic_training_sample,model_generated,,
Karim Popescu,City FC,CB,Right,Asia,23,187,83.0,80.9,3561,4,0,0.12,0.0,2.53,5.35,92.8,9,1,2.8,33600,6,209,71.1,69,64.5,43.6,1.75,4740000,synthetic_training_sample,model_generated,,
Oscar Moreau,Sporting Club,CB,Right,North America,25,180,72.8,75.4,2842,1,2,0.0,0.09,2.27,8.1,85.9,5,1,5.7,10800,2,227,75.4,69,60.7,62.5,2.17,4740000,synthetic_training_sample,model_generated,,
Enzo Schmidt,United FC,W,Right,Africa,28,177,75.9,77.1,3363,6,3,0.19,0.12,4.39,15.75,89.1,0,0,1.2,21400,4,0,62.9,91,78.3,45.6,2.78,4740000,synthetic_training_sample,model_generated,,
Nico Schmidt,Racing Club,GK,Right,South America,26,185,84.8,81.3,3194,0,0,0.07,0.07,0.54,0.0,90.2,29,4,1.0,30700,8,396,76.1,76,65.7,30.9,2.01,4730000,synthetic_training_sample,model_generated,,
Hugo Aydin,Inter CF,FB,Right,EU,18,179,82.1,80.4,3201,0,2,0.0,0.08,4.46,14.65,86.7,38,5,2.2,56300,4,989,100.0,91,72.1,45.9,1.75,4730000,synthetic_training_sample,model_generated,,
Daniel Martinez,Sporting CF,AM,Right,Africa,25,185,80.4,82.4,2909,1,1,0.13,0.28,5.72,12.12,72.0,5,1,1.9,18600,7,0,56.3,54,70.8,56.4,1.19,4730000,synthetic_training_sample,model_generated,,
Nico Diallo,City CF,CM,Right,UK/Ireland,20,174,77.6,75.9,3686,5,4,0.07,0.1,5.96,20.06,82.2,3,0,3.8,8900,5,453,76.4,84,66.7,55.7,2.17,4720000,synthetic_training_sample,model_generated,,
Ivan Moreau,Sporting CF,AM,Right,Africa,22,172,76.9,77.1,3657,5,18,0.16,0.18,5.26,14.61,78.4,14,2,1.5,14800,6,90,78.2,91,99.0,47.0,1.0,4720000,synthetic_training_sample,model_generated,,
Mateo Okafor,Sporting Club,DM,Right,South America,19,183,83.2,87.9,3170,2,3,0.08,0.07,3.8,18.6,77.9,25,3,2.1,39400,0,415,66.5,54,92.0,76.8,1.75,4720000,synthetic_training_sample,model_generated,,
Rafael Moreau,Athletic CF,DM,Right,South America,29,178,87.0,87.9,3180,1,4,0.11,0.12,4.55,17.41,85.6,21,3,1.5,9100,8,0,44.3,69,76.4,44.4,1.44,4710000,synthetic_training_sample,model_generated,,
Mateo Fernandez,Sporting Club,ST,Left,EU,30,174,81.3,78.3,3296,8,0,0.12,0.14,1.55,14.79,95.6,5,1,0.7,27300,5,793,90.0,69,88.1,18.9,1.79,4700000,synthetic_training_sample,model_generated,,
Daniel Dubois,Racing Town,GK,Right,EU,23,186,81.6,78.2,3063,0,0,0.07,0.0,1.45,0.0,80.2,11,2,2.7,51000,8,278,76.8,91,55.6,34.1,1.8,4700000,synthetic_training_sample,model_generated,,
Arda Petrov,United FC,CB,Left,South America,29,189,83.1,79.2,3275,0,0,0.06,0.05,2.6,6.5,94.7,18,2,2.0,41700,11,461,79.9,62,64.6,32.8,2.07,4690000,synthetic_training_sample,model_generated,,
Elias Diallo,United Town,DM,Right,Africa,18,177,84.4,87.7,3393,0,2,0.0,0.12,3.95,17.22,77.4,23,3,0.4,37700,7,348,72.0,76,75.8,72.1,1.03,4690000,synthetic_training_sample,model_generated,,
Alex Costa,Real Club,FB,Left,EU,19,175,79.2,77.6,2944,0,5,0.09,0.13,5.2,12.5,85.8,23,4,2.8,15600,6,710,91.5,84,69.8,50.7,1.63,4680000,synthetic_training_sample,model_generated,,
Alex Petrov,Real CF,DM,Left,EU,21,176,84.3,94.9,3044,2,1,0.0,0.02,3.93,15.43,74.2,31,4,1.1,29100,5,0,58.6,76,70.5,100.0,1.19,4670000,synthetic_training_sample,model_generated,,
Alex Kovac,City Town,DM,Right,UK/Ireland,30,183,81.1,85.8,3423,3,5,0.03,0.17,4.17,14.76,74.4,5,1,0.5,15400,12,720,88.3,84,75.9,57.9,1.75,4670000,synthetic_training_sample,model_generated,,
Alex Mendes,Sporting SC,GK,Left,Africa,25,187,82.0,92.1,2571,0,0,0.0,0.07,0.33,1.21,64.6,84,13,1.7,45800,7,203,62.2,69,65.6,90.4,2.1,4670000,synthetic_training_sample,model_generated,,
Felix Garcia,Real FC,DM,Both,Africa,18,186,82.6,80.9,3501,1,4,0.03,0.04,3.2,17.15,78.8,13,2,5.3,26300,11,691,100.0,96,63.4,41.0,1.71,4660000,synthetic_training_sample,model_generated,,
Leo Silva,Olympique CF,W,Right,Africa,26,173,71.9,81.7,2851,2,2,0.13,0.07,6.62,19.04,87.7,20,3,3.2,7200,3,138,65.8,76,50.9,84.0,1.61,4650000,synthetic_training_sample,model_generated,,
Karim Costa,City SC,CM,Left,South America,21,170,79.1,80.4,3630,5,3,0.06,0.03,3.95,18.77,87.6,6,1,2.7,27500,5,723,72.9,84,83.8,49.2,1.74,4640000,synthetic_training_sample,model_generated,,
Mateo Costa,United Town,GK,Left,EU,19,186,84.7,85.3,3210,0,0,0.03,0.05,0.29,3.18,76.4,31,4,4.0,30600,7,336,66.8,76,60.2,52.0,1.84,4630000,synthetic_training_sample,model_generated,,
Leo Bennett,Athletic Town,GK,Left,South America,22,190,82.8,83.6,3527,0,0,0.05,0.04,0.0,1.07,71.8,4,1,1.5,48800,5,0,69.6,69,82.9,63.3,1.3,4620000,synthetic_training_sample,model_generated,,
Nico Petrov,Sporting Town,FB,Left,South America,25,167,76.3,87.9,1293,0,1,0.12,0.1,6.31,15.94,85.5,45,7,0.6,15000,4,346,79.0,76,64.2,100.0,1.66,4620000,synthetic_training_sample,model_generated,,
Oscar Okafor,Inter Club,CB,Right,EU,19,183,89.7,89.6,2707,2,1,0.12,0.05,4.85,7.35,94.6,14,2,1.9,36100,7,0,54.0,54,69.7,31.7,1.64,4610000,synthetic_training_sample,model_generated,,
Arda Santos,Real Club,CM,Right,Africa,20,183,79.7,80.8,2793,1,2,0.15,0.14,7.08,20.73,72.3,62,10,3.1,29100,6,677,85.8,84,64.0,50.9,2.44,4600000,synthetic_training_sample,model_generated,,
Karim Fernandez,Racing Club,W,Right,South America,32,170,81.0,81.0,2495,6,5,0.24,0.18,5.81,16.32,81.7,22,3,0.8,21200,4,278,88.2,76,85.4,35.7,1.69,4600000,synthetic_training_sample,model_generated,,
Nico Mendes,Sporting Town,DM,Right,Asia,26,190,78.8,78.0,4031,1,4,0.12,0.04,2.52,16.95,85.1,3,0,3.3,19400,9,202,83.8,91,82.0,37.7,1.38,4590000,synthetic_training_sample,model_generated,,
